time, No Name, No Name, No Name, No Name, No Name, No Name
54.3, 0, 0, 1.06495, 0, 1.0395, 0
54.4, 0, 0, 1.065, 0, 1.03975, 0
54.5, 0, 0, 1.06505, 0, 1.04, 0
54.6, 0, 0, 1.06509, 0, 1.04025, 0
54.7, 0, 0, 1.06514, 0, 1.0405, 0
54.8, 0, 0, 1.06518, 0, 1.04074, 0
54.9, 0, 0, 1.06523, 0, 1.04099, 0
55, 0, 0, 1.06527, 0, 1.04123, 0
55.1, 0, 0, 1.06531, 0, 1.04147, 0
55.2, 0, 0, 1.06536, 0, 1.04171, 0
55.3, 0, 0, 1.0654, 0, 1.04194, 0
55.4, 0, 0, 1.06544, 0, 1.04217, 0
55.5, 0, 0, 1.06548, 0, 1.04241, 0
55.6, 0, 0, 1.06553, 0, 1.04264, 0
55.7, 0, 0, 1.06557, 0, 1.04286, 0
55.8, 0, 0, 1.06561, 0, 1.04309, 0
55.9, 0, 0, 1.06565, 0, 1.04331, 0
56, 0, 0, 1.06569, 0, 1.04354, 0
56.1, 0, 0, 1.06573, 0, 1.04376, 0
56.2, 0, 0, 1.06577, 0, 1.04398, 0
56.3, 0, 0, 1.0658, 0, 1.04419, 0
56.4, 0, 0, 1.06584, 0, 1.04441, 0
56.5, 0, 0, 1.06588, 0, 1.04462, 0
56.6, 0, 0, 1.06592, 0, 1.04483, 0
56.7, 0, 0, 1.06595, 0, 1.04504, 0
56.8, 0, 0, 1.06599, 0, 1.04525, 0
56.9, 0, 0, 1.06603, 0, 1.04546, 0
57, 0, 0, 1.06606, 0, 1.04566, 0
57.1, 0, 0, 1.0661, 0, 1.04587, 0
57.2, 0, 0, 1.06613, 0, 1.04607, 0
57.3, 0, 0, 1.06617, 0, 1.04627, 0
57.4, 0, 0, 1.0662, 0, 1.04647, 0
57.5, 0, 0, 1.06624, 0, 1.04666, 0
57.6, 0, 0, 1.06627, 0, 1.04686, 0
57.7, 0, 0, 1.06631, 0, 1.04705, 0
57.8, 0, 0, 1.06634, 0, 1.04724, 0
57.9, 0, 0, 1.06637, 0, 1.04743, 0
58, 0, 0, 1.0664, 0, 1.04762, 0
58.1, 0, 0, 1.06644, 0, 1.04781, 0
58.2, 0, 0, 1.06647, 0, 1.04799, 0
58.3, 0, 0, 1.0665, 0, 1.04818, 0
58.4, 0, 0, 1.06653, 0, 1.04836, 0
58.5, 0, 0, 1.06656, 0, 1.04854, 0
58.6, 0, 0, 1.06659, 0, 1.04872, 0
58.7, 0, 0, 1.06662, 0, 1.0489, 0
58.8, 0, 0, 1.06665, 0, 1.04908, 0
58.9, 0, 0, 1.06668, 0, 1.04925, 0
59, 0, 0, 1.06671, 0, 1.04942, 0
59.1, 0, 0, 1.06674, 0, 1.0496, 0
59.2, 0, 0, 1.06677, 0, 1.04977, 0
59.3, 0, 0, 1.0668, 0, 1.04994, 0
59.4, 0, 0, 1.06683, 0, 1.0501, 0
59.5, 0, 0, 1.06686, 0, 1.05027, 0
59.6, 0, 0, 1.06688, 0, 1.05044, 0
59.7, 0, 0, 1.06691, 0, 1.0506, 0
59.8, 0, 0, 1.06694, 0, 1.05076, 0
59.9, 0, 0, 1.06696, 0, 1.05092, 0
60, 0, 0, 1.06699, 0, 1.05108, 0
